DISTRICT,Year,Murder,Dacoity
MAHARAJGANJ,2004,0,0
MAHOBA,2004,0,0
MAINPURI,2004,0,0
MATHURA,2004,0,0
MAU,2004,0,0
MEERUT,2004,0,0
MIRZAPUR,2004,0,0
MORADABAD,2004,0,0
MUZAFFARNAGAR,2004,0,0
PILIBHIT,2004,0,0
PRATAPGARH,2004,0,0
RAIBAREILLY,2004,0,0
RAMPUR,2004,0,0
SAHARANPUR,2004,0,0
SANT KABIRNAGAR,2004,0,0
SHAHJAHANPUR,2004,0,0
SHRAWASTI,2004,0,0
SIDHARTHNAGAR,2004,0,0
SITAPUR,2004,0,0
SONBHADRA,2004,0,0
ST.RAVIDASNAGAR,2004,0,0
SULTANPUR,2004,0,0
UNNAO,2004,0,0
VARANASI,2004,0,0
TOTAL,2004,0,0
ALMORA,2004,0,0
BAGESHWAR,2004,0,0
CHAMOLI,2004,0,0
CHAMPAWAT,2004,0,0
DEHRADUN,2004,0,0
HARIDWAR,2004,0,0
NAINITAL,2004,0,0
PAURI GARHWAL,2004,0,0
PITHORAGARH,2004,0,0
RUDRA PRAYAG,2004,0,0
TEHRI GARHWAL,2004,0,0
UDHAMSINGH NAGAR,2004,0,0
UTTARKASHI,2004,0,0
TOTAL,2004,0,0
24 PARGANAS NORTH,2004,0,0
24 PARGANAS SOUTH,2004,0,0
ASANSOL,2004,0,0
BANKURA,2004,0,0
BIRBHUM,2004,0,0
BURDWAN,2004,0,0
COOCHBEHAR,2004,0,0
DAKSHIN DINAJPUR,2004,0,0
DARJEELING,2004,0,0
HOOGHLY,2004,0,0
HOWRAH,2004,0,0
HOWRAH CITY,2004,0,0
HOWRAH G.R.P.,2004,0,0
JALPAIGURI,2004,0,0
KHARAGPUR G.R.P.,2004,0,0
KOLKATA,2004,0,0
MALDA,2004,0,0
MURSHIDABAD,2004,0,0
NADIA,2004,0,0
PASCHIM MIDNAPUR,2004,0,0
PURAB MIDNAPUR,2004,0,0
PURULIA,2004,0,0
SEALDAH G.R.P.,2004,0,0
SILIGURI G.R.P.,2004,0,0
UTTAR DINAJPUR,2004,0,0
TOTAL,2004,0,0
ANDAMAN,2004,0,0
NICOBAR,2004,0,0
TOTAL,2004,0,0
CHANDIGARH,2004,0,0
TOTAL,2004,0,0
D and N HAVELI,2004,1,0
TOTAL,2004,1,0
DAMAN,2004,0,0
DIU,2004,0,0
TOTAL,2004,0,0
CENTRAL,2004,0,0
EAST,2004,0,0
GRP(RLY),2004,0,0
IGI AIRPORT,2004,0,0
NEW DELHI,2004,0,0
NORTH,2004,0,0
NORTH-EAST,2004,0,0
NORTH-WEST,2004,0,0
SOUTH,2004,0,0
SOUTH-WEST,2004,0,0
STF,2004,0,0
WEST,2004,0,0
TOTAL,2004,0,0
LAKSHADWEEP,2004,0,0
TOTAL,2004,0,0
PONDICHERRY,2004,0,0
TOTAL,2004,0,0
ADILABAD,2005,0,0
ANANTAPUR,2005,0,0
CHITTOOR,2005,0,0
CUDDAPAH,2005,0,0
CYBERABAD,2005,3,0
EAST GODAVARI,2005,0,0
GUNTAKAL RLY.,2005,0,0
GUNTUR,2005,1,0
HYDERABAD CITY,2005,0,0
KARIMNAGAR,2005,0,0
KHAMMAM,2005,0,0
KRISHNA,2005,0,0
KURNOOL,2005,0,0
MAHABOOBNAGAR,2005,5,0
MEDAK,2005,0,0
NALGONDA,2005,1,0
NELLORE,2005,0,0
NIZAMABAD,2005,0,0
PRAKASHAM,2005,0,0
RANGA REDDY,2005,0,0
SECUNDERABAD RLY.,2005,0,0
SRIKAKULAM,2005,0,0
VIJAYAWADA,2005,0,0
VIJAYAWADA RLY.,2005,0,0
VISAKHA RURAL,2005,0,0
VISAKHAPATNAM,2005,0,0
VIZIANAGARAM,2005,0,0
WARANGAL,2005,1,0
WEST GODAVARI,2005,1,0
TOTAL,2005,12,0
CHANGLANG,2005,0,0
DIBANG VALLEY,2005,0,0
K/KUMEY,2005,0,0
KAMENG EAST,2005,0,0
KAMENG WEST,2005,0,0
LOHIT,2005,0,0
PAPUM PARE,2005,1,1
SIANG EAST,2005,0,0
SIANG UPPER,2005,0,0
SIANG WEST,2005,0,0
SUBANSIRI LOWER,2005,0,0
SUBANSIRI UPPER,2005,0,0
TAWANG,2005,0,0
TIRAP,2005,0,0
UPPER DIBANG VALLEY,2005,0,0
TOTAL,2005,1,1
BARPETA,2005,0,0
BASKA,2005,0,0
BONGAIGAON,2005,0,0
C.I.D.,2005,0,0
CACHAR,2005,0,0
CHIRANG,2005,0,0
DARRANG,2005,0,0
DHEMAJI,2005,5,0
DHUBRI,2005,0,0
DIBRUGARH,2005,6,1
G.R.P.,2005,0,0
GOALPARA,2005,0,0
GOLAGHAT,2005,1,0
GUWAHATI CITY,2005,0,0
HAILAKANDI,2005,0,0
JORHAT,2005,0,0
KAMRUP,2005,0,0
KARBI ANGLONG,2005,0,0
KARIMGANJ,2005,0,0
KOKRAJHAR,2005,3,0
LAKHIMPUR,2005,0,0
MORIGAON,2005,0,0
N.C.HILLS,2005,4,0
NAGAON,2005,0,0
NALBARI,2005,0,0
R.P.O.,2005,0,0
SIBSAGAR,2005,0,0
SONITPUR,2005,2,3
TINSUKIA,2005,0,0
UDALGURI,2005,2,0
TOTAL,2005,23,4
ARARIA,2005,0,0
ARWAL,2005,0,0
AURANGABAD,2005,0,0
BAGAHA,2005,0,0
BANKA,2005,0,0
BEGUSARAI,2005,0,0
BETTIAH,2005,0,0
BHABHUA,2005,0,0
BHAGALPUR,2005,0,0
BHOJPUR,2005,0,0
BUXAR,2005,0,0
DARBHANGA,2005,0,0
GAYA,2005,0,0
GOPALGANJ,2005,0,0
JAMALPUR RLY.,2005,0,0
JAMUI,2005,0,0
JEHANABAD,2005,0,0
KATIHAR,2005,0,0
KATIHAR RLY.,2005,0,0
KHAGARIA,2005,0,0
KISHANGANJ,2005,0,0
LAKHISARAI,2005,0,0
MADHEPURA,2005,0,0
MADHUBANI,2005,0,0
MOTIHARI,2005,0,0
MUNGER,2005,0,0
MUZAFFARPUR,2005,0,0
MUZAFFARPUR RLY.,2005,0,0
NALANDA,2005,0,0
NAUGACHIA,2005,0,0
NAWADAH,2005,0,0
PATNA,2005,0,0
PATNA RLY.,2005,0,0
PURNEA,2005,0,0
ROHTAS,2005,0,0
SAHARSA,2005,0,0
SAMASTIPUR,2005,0,0
SARAN,2005,0,0
SHEIKHPURA,2005,0,0
SHEOHAR,2005,0,0
SITAMARHI,2005,0,0
SIWAN,2005,0,0
SUPAUL,2005,0,0
VAISHALI,2005,0,0
TOTAL,2005,0,0
BALRAMPUR,2005,0,0
BILASPUR,2005,0,0
BIZAPUR,2005,0,0
DANTEWARA,2005,0,0
DHAMTARI,2005,0,0
DURG,2005,3,0
GRP RAIPUR,2005,0,0
JAGDALPUR,2005,4,0
JANJGIR,2005,0,0
JASHPUR,2005,0,0
KABIRDHAM,2005,0,0
KANKER,2005,3,0
KORBA,2005,0,0
KORIYA,2005,1,0
MAHASAMUND,2005,0,0
NARAYANPUR,2005,0,0
RAIGARH,2005,2,0
RAIPUR,2005,1,0
RAJNANDGAON,2005,1,0
SARGUJA,2005,0,0
SURAJPUR,2005,5,0
TOTAL,2005,20,0
NORTH GOA,2005,0,0
SOUTH GOA,2005,0,0
TOTAL,2005,0,0
AHMEDABAD COMMR.,2005,0,0
AHMEDABAD RURAL,2005,0,0
AHWA-DANG,2005,0,0
AMRELI,2005,0,0
ANAND,2005,0,0
BHARUCH,2005,1,0
BHAVNAGAR,2005,0,0
DAHOD,2005,0,15
GANDHINAGAR,2005,0,0
HIMATNAGAR,2005,0,0
JAMNAGAR,2005,0,0
JUNAGADH,2005,0,0
KHEDA NORTH,2005,0,0
KUTCH,2005,0,0
MEHSANA,2005,0,0
NARMADA,2005,0,0
NAVSARI,2005,0,0
PALANPUR,2005,1,0
PANCHMAHAL,2005,0,0
PATAN,2005,0,0
PORBANDAR,2005,0,0
RAJKOT COMMR.,2005,0,0
RAJKOT RURAL,2005,0,0
SURAT COMMR.,2005,0,0
SURAT RURAL,2005,1,0
SURENDRANAGAR,2005,0,2
VADODARA COMMR.,2005,1,0
VADODARA RURAL,2005,0,0
VALSAD,2005,0,0
W.RLY,2005,0,0
TOTAL,2005,4,17
AMBALA,2005,0,0
BHIWANI,2005,0,0
FARIDABAD,2005,0,0
FATEHABAD,2005,0,0
GRP,2005,0,0
GURGAON,2005,0,0
HISSAR,2005,0,0
JHAJJAR,2005,0,0
JIND,2005,0,0
KAITHAL,2005,0,0
KARNAL,2005,0,0
KURUKSHETRA,2005,0,0
MAHENDRAGARH,2005,0,0
MEWAT,2005,0,0
PANCHKULA,2005,0,0
PANIPAT,2005,0,0
REWARI,2005,0,0
ROHTAK,2005,0,0
SIRSA,2005,0,0
SONIPAT,2005,0,0
YAMUNANAGAR,2005,0,0
TOTAL,2005,0,0
BILASPUR,2005,0,0
CHAMBA,2005,0,0
G.R.P.,2005,0,0
HAMIRPUR,2005,0,0
KANGRA,2005,0,0
KINNAUR,2005,0,0
KULLU,2005,0,0
LAHAUL-SPITI,2005,0,0
MANDI,2005,0,0
SHIMLA,2005,0,0
SIRMAUR,2005,0,0
SOLAN,2005,0,0
UNA,2005,0,0
TOTAL,2005,0,0
ANANTNAG,2005,0,0
AWANTIPORA,2005,0,0
BARAMULLA,2005,0,0
BORDER,2005,0,0
BUDGAM,2005,0,0
CRIME JAMMU,2005,0,0
CRIME SRINAGAR,2005,0,0
DODA,2005,0,0
GANDERBAL,2005,0,0
HANDWARA,2005,0,0
JAMMU,2005,0,0
KARGIL,2005,0,0
KATHUA,2005,0,0
KULGAM,2005,0,0
KUPWARA,2005,0,0
LEH,2005,0,0
POONCH,2005,0,0
PULWAMA,2005,0,0
RAILWAYS,2005,0,0
RAJOURI,2005,0,0
RAMBAN,2005,0,0
REASI,2005,0,0
SRINAGAR,2005,0,0
UDHAMPUR,2005,0,0
TOTAL,2005,0,0
BOKARO,2005,0,0
CHAIBASA,2005,0,0
CHATRA,2005,0,0
DEOGHAR,2005,0,0
DHANBAD,2005,0,0
DHANBAD RLY.,2005,0,0
DUMKA,2005,0,0
GARHWA,2005,0,0
GIRIDIH,2005,0,0
GODDA,2005,0,0
GUMLA,2005,0,0
HAZARIBAGH,2005,4,0
JAMSHEDPUR,2005,0,0
JAMSHEDPUR RLY.,2005,0,0
JAMTARA,2005,0,0
KODERMA,2005,3,0
LATEHAR,2005,0,0
LOHARDAGGA,2005,0,0
PAKUR,2005,0,0
PALAMU,2005,0,0
RANCHI,2005,2,0
SAHEBGANJ,2005,3,0
SARAIKELA,2005,0,0
SIMDEGA,2005,1,0
TOTAL,2005,13,0
BAGALKOT,2005,2,0
BANGALORE COMMR.,2005,0,0
BANGALORE RURAL,2005,0,0
BELGAUM,2005,0,0
BELLARY,2005,0,0
BIDAR,2005,0,0
BIJAPUR,2005,0,0
CHAMARAJNAGAR,2005,0,0
CHICKMAGALUR,2005,0,0
CHITRADURGA,2005,1,0
DAKSHIN KANNADA,2005,0,0
DAVANAGERE,2005,0,0
DHARWAD COMMR.,2005,0,0
DHARWAD RURAL,2005,0,0
GADAG,2005,0,0
GULBARGA,2005,0,0
HASSAN,2005,0,0
HAVERI,2005,0,0
K.G.F.,2005,0,0
KODAGU,2005,0,0
KOLAR,2005,0,0
KOPPAL,2005,0,0
MANDYA,2005,0,0
MYSORE COMMR.,2005,0,0
MYSORE RURAL,2005,0,0
RAICHUR,2005,2,0
RAILWAYS,2005,0,0
SHIMOGA,2005,0,0
TUMKUR,2005,0,0
UDUPI,2005,0,0
UTTAR KANNADA,2005,0,0
TOTAL,2005,5,0
ALAPUZHA,2005,0,0
CBCID,2005,0,0
ERNAKULAM COMMR.,2005,0,0
ERNAKULAM RURAL,2005,0,0
IDUKKI,2005,0,0
KANNUR,2005,0,0
KASARGOD,2005,0,0
KOLLAM,2005,0,0
KOTTAYAM,2005,0,0
KOZHIKODE COMMR.,2005,0,0
KOZHIKODE RURAL,2005,0,0
MALAPPURAM,2005,0,0
PALAKKAD,2005,1,0
PATHANAMTHITTA,2005,0,0
RAILWAYS,2005,0,0
THRISSUR,2005,0,0
TRIVANDRUM COMMR.,2005,0,0
TRIVANDRUM RURAL,2005,0,0
WAYANADU,2005,1,0
TOTAL,2005,2,0
ANUPPUR,2005,3,0
ASHOK NAGAR,2005,0,0
BALAGHAT,2005,1,0
BARWANI,2005,2,0
BETUL,2005,1,0
BHIND,2005,0,0
BHOPAL,2005,0,0
BHOPAL RLY.,2005,0,0
BURHANPUR,2005,0,0
CHHATARPUR,2005,0,0
CHHINDWARA,2005,4,0
DAMOH,2005,1,0
DATIYA,2005,0,0
DEWAS,2005,2,0
DHAR,2005,3,0
DINDORI,2005,0,0
GUNA,2005,1,0
GWALIOR,2005,0,0
HARDA,2005,1,0
HOSHANGABAD,2005,1,0
INDORE,2005,0,0
INDORE RLY.,2005,0,0
JABALPUR,2005,0,0
JABALPUR RLY.,2005,0,0
JHABUA,2005,0,0
KATNI,2005,1,0
KHANDWA,2005,2,0
KHARGON,2005,1,0
MANDLA,2005,1,0
MANDSAUR,2005,0,0
MORENA,2005,0,1
NARSINGHPUR,2005,1,0
NEEMUCH,2005,1,0
PANNA,2005,0,0
RAISEN,2005,0,0
RAJGARH,2005,0,0
RATLAM,2005,3,0
REWA,2005,3,0
SAGAR,2005,5,0
SATNA,2005,3,0
SEONI,2005,1,0
SHAHDOL,2005,1,0
SHAJAPUR,2005,0,0
SHEOPUR,2005,1,0
SHIVPURI,2005,1,0
SIDHI,2005,0,0
SIHORE,2005,1,0
TIKAMGARH,2005,1,0
UJJAIN,2005,0,0
UMARIYA,2005,0,0
VIDISHA,2005,1,0
TOTAL,2005,48,1
AHMEDNAGAR,2005,0,0
AKOLA,2005,0,0
AMRAVATI COMMR.,2005,0,0
AMRAVATI RURAL,2005,0,0
AURANGABAD COMMR.,2005,0,0
AURANGABAD RURAL,2005,0,0
BEED,2005,0,0
BHANDARA,2005,0,0
BULDHANA,2005,0,0
CHANDRAPUR,2005,0,0
DHULE,2005,1,0
GADCHIROLI,2005,0,0
GONDIA,2005,0,0
HINGOLI,2005,0,0
JALGAON,2005,0,0
JALNA,2005,0,0
KOLHAPUR,2005,0,0
LATUR,2005,0,0
MUMBAI,2005,0,0
MUMBAI RLY.,2005,0,0
NAGPUR COMMR.,2005,0,0
NAGPUR RLY.,2005,0,0
NAGPUR RURAL,2005,0,0
NANDED,2005,0,0
NANDURBAR,2005,0,1
NASIK COMMR.,2005,0,0
NASIK RURAL,2005,0,0
NAVI MUMBAI,2005,0,0
OSMANABAD,2005,1,0
PARBHANI,2005,0,0
PUNE COMMR.,2005,0,0
PUNE RLY.,2005,0,0
PUNE RURAL,2005,1,0
RAIGAD,2005,2,0
RATNAGIRI,2005,0,0
SANGLI,2005,0,0
SATARA,2005,1,0
SINDHUDURG,2005,0,0
SOLAPUR COMMR.,2005,0,0
SOLAPUR RURAL,2005,0,0
THANE COMMR.,2005,0,0
THANE RURAL,2005,1,0
WARDHA,2005,0,0
WASHIM,2005,1,0
YAVATMAL,2005,2,0
TOTAL,2005,10,1
BISHNUPUR,2005,0,0
CHANDEL,2005,0,0
CHURACHANDPUR,2005,0,0
IMPHAL(EAST),2005,0,0
IMPHAL(WEST),2005,0,0
SENAPATI,2005,0,0
TAMENGLONG,2005,0,0
THOUBAL,2005,0,0
UKHRUL,2005,0,0
TOTAL,2005,0,0
GARO HILLS EAST,2005,0,0
GARO HILLS SOUTH,2005,0,0
GARO HILLS WEST,2005,0,0
JAINTIA HILLS,2005,0,0
KHASI HILLS EAST,2005,0,0
KHASI HILLS WEST,2005,0,0
RI-BHOI,2005,0,0
TOTAL,2005,0,0
AIZAWL,2005,0,0
CHAMPHAI,2005,0,0
KOLASIB,2005,0,0
LAWNGTLAI,2005,0,0
LUNGLEI,2005,0,0
MAMIT,2005,0,0
SAIHA,2005,0,0
SERCHHIP,2005,0,0
TOTAL,2005,0,0
DIMAPUR,2005,0,0
KIPHIRE,2005,0,0
KOHIMA,2005,0,0
MOKOKCHUNG,2005,0,0
MON,2005,0,0
PEREN,2005,0,0
PHEK,2005,0,0
TUENSANG,2005,0,0
WOKHA,2005,0,0
ZUNHEBOTO,2005,0,0
TOTAL,2005,0,0
TOTAL,2005,0,0
ANGUL,2005,0,0
BALASORE,2005,0,0
BARAGARH,2005,0,0
BERHAMPUR,2005,0,0
BHADRAK,2005,0,0
BOLANGIR,2005,2,0
BOUDH,2005,0,0
CUTTACK,2005,0,0
DEOGARH,2005,0,0
DHENKANAL,2005,2,0
GAJAPATI,2005,0,0
GANJAM,2005,0,0
JAGATSINGHPUR,2005,0,0
JAJPUR,2005,0,0
JHARSUGUDA,2005,0,0
KALAHANDI,2005,0,0
KANDHAMAL,2005,3,1
KENDRAPARA,2005,0,0
KEONJHAR,2005,4,0
KHURDA,2005,0,0
KORAPUT,2005,0,0
MALKANGIR,2005,0,0
MAYURBHANJ,2005,0,0
NAYAGARH,2005,0,0
NOWRANGPUR,2005,0,1
NUAPADA,2005,3,0
PURI,2005,0,0
RAYAGADA,2005,0,0
ROURKELA,2005,0,0
SAMBALPUR,2005,1,0
SONEPUR,2005,0,0
SRP(CUTTACK),2005,0,0
SRP(ROURKELA),2005,0,0
SUNDARGARH,2005,0,0
TOTAL,2005,15,2
AMRITSAR,2005,0,0
BARNALA,2005,0,0
BATALA,2005,0,0
BHATINDA,2005,0,0
FARIDKOT,2005,0,0
FATEHGARH SAHIB,2005,0,0
FEROZPUR,2005,0,0
G.R.P,2005,0,0
GURDASPUR,2005,0,0
HOSHIARPUR,2005,0,0
JAGRAON,2005,0,0
JALANDHAR,2005,0,0
KAPURTHALA,2005,0,0
KHANNA,2005,0,0
LUDHIANA,2005,0,0
MAJITHA,2005,0,0
MANSA,2005,0,0
MOGA,2005,0,0
MUKTSAR,2005,0,0
NAWAN SHAHR,2005,0,0
PATIALA,2005,0,0
ROPAR,2005,0,0
SANGRUR,2005,0,0
TARN TARAN,2005,0,0
TOTAL,2005,0,0
AJMER,2005,0,0
ALWAR,2005,0,0
BANSWARA,2005,0,0
BARAN,2005,0,0
BARMER,2005,0,0
BHARATPUR,2005,0,0
BHILWARA,2005,0,0
BIKANER,2005,0,0
BUNDI,2005,0,0
CHITTORGARH,2005,1,0
CHURU,2005,0,0
DAUSA,2005,0,0
DHOLPUR,2005,0,0
DUNGARPUR,2005,0,0
G.R.P.,2005,0,0
GANGANAGAR,2005,0,0
HANUMANGARH,2005,0,0
JAIPUR,2005,0,0
JAISALMER,2005,0,0
JALORE,2005,1,0
JHALAWAR,2005,1,0
JHUNJHUNU,2005,0,0
JODHPUR,2005,0,0
KARAULI,2005,0,0
KOTA,2005,4,0
NAGAUR,2005,0,0
PALI,2005,0,0
RAJSAMAND,2005,0,0
SAWAI MADHOPUR,2005,0,0
SIKAR,2005,1,0
SIROHI,2005,2,0
TONK,2005,0,0
UDAIPUR,2005,1,0
TOTAL,2005,11,0
EAST,2005,0,0
NORTH,2005,0,0
SOUTH,2005,0,1
WEST,2005,0,0
TOTAL,2005,0,1
CHENNAI,2005,0,0
CHENNAI RLY.,2005,0,0
COIMBATORE RURAL,2005,0,0
COIMBATORE URBAN,2005,0,0
CUDDALORE,2005,0,0
DHARMAPURI,2005,0,0
DINDIGUL,2005,0,0
ERODE,2005,0,0
KANCHIPURAM,2005,0,0
KANYAKUMARI,2005,0,0
KARUR,2005,0,0
KRISHNAGIRI,2005,0,0
MADURAI RURAL,2005,0,0
MADURAI URBAN,2005,0,0
NAGAPATTINAM,2005,0,0
NAMAKKAL,2005,0,0
NILGIRIS,2005,0,0
PERAMBALUR,2005,0,0
PUDUKOTTAI,2005,0,0
RAMNATHAPURAM,2005,0,0
SALEM RURAL,2005,0,0
SALEM URBAN,2005,0,0
SIVAGANGAI,2005,0,0
THANJAVUR,2005,0,0
THENI,2005,0,0
THIRUNELVELI RURAL,2005,0,0
THIRUNELVELI URBAN,2005,0,0
THIRUVALLUR,2005,0,0
THIRUVANNAMALAI,2005,0,0
THIRUVARUR,2005,0,0
THOOTHUGUDI,2005,0,0
TRICHY RLY.,2005,0,0
TRICHY RURAL,2005,0,0
TRICHY URBAN,2005,0,0
VELLORE,2005,0,0
VILUPPURAM,2005,0,0
VIRUDHUNAGAR,2005,0,0
TOTAL,2005,0,0
DHALAI,2005,0,0
NORTH,2005,0,0
SOUTH,2005,0,0
WEST,2005,0,0
TOTAL,2005,0,0
AGRA,2005,0,0
ALIGARH,2005,0,0
ALLAHABAD,2005,0,0
AMBEDKAR NAGAR,2005,0,0
AURAIYA,2005,0,0
AZAMGARH,2005,0,0
BADAUN,2005,0,0
BAGHPAT,2005,0,0
BAHRAICH,2005,0,0
BALLIA,2005,0,0
BALRAMPUR,2005,0,0
BANDA,2005,0,0
BARABANKI,2005,0,0
BAREILLY,2005,0,0
BASTI,2005,0,0
BIJNOR,2005,0,0
BULANDSHAHAR,2005,0,0
CHANDOLI,2005,0,0
CHITRAKOOT DHAM,2005,0,0
DEORIA,2005,0,0
ETAH,2005,0,0
ETAWAH,2005,0,0
FAIZABAD,2005,0,0
FATEHGARH,2005,0,0
FATEHPUR,2005,0,0
FIROZABAD,2005,0,0
G.R.P.,2005,0,0
GAUTAMBUDH NAGAR,2005,0,0
GHAZIABAD,2005,0,0
GHAZIPUR,2005,0,0
GONDA,2005,0,0
GORAKHPUR,2005,0,0
HAMIRPUR,2005,0,0
HARDOI,2005,0,0
HATHRAS,2005,0,0
J.P.NAGAR,2005,0,0
JALAUN,2005,0,0
JAUNPUR,2005,0,0
JHANSI,2005,0,0
KANNAUJ,2005,0,0
KANPUR DEHAT,2005,0,0
KANPUR NAGAR,2005,0,0
KAUSHAMBI,2005,0,0
KHIRI,2005,0,0
KUSHI NAGAR,2005,0,0
LALITPUR,2005,0,0
LUCKNOW,2005,0,0
MAHARAJGANJ,2005,0,0
MAHOBA,2005,0,0
MAINPURI,2005,0,0
MATHURA,2005,0,0
MAU,2005,0,0
MEERUT,2005,0,0
MIRZAPUR,2005,0,0
MORADABAD,2005,0,0
MUZAFFARNAGAR,2005,0,0
PILIBHIT,2005,0,0
PRATAPGARH,2005,0,0
RAIBAREILLY,2005,0,0
RAMPUR,2005,0,0
SAHARANPUR,2005,0,0
SANT KABIRNAGAR,2005,0,0
SHAHJAHANPUR,2005,0,0
SHRAWASTI,2005,0,0
SIDHARTHNAGAR,2005,0,0
SITAPUR,2005,0,0
SONBHADRA,2005,0,0
ST.RAVIDASNAGAR,2005,0,0
SULTANPUR,2005,0,0
UNNAO,2005,0,0
VARANASI,2005,0,0
TOTAL,2005,0,0
ALMORA,2005,0,0
BAGESHWAR,2005,0,0
CHAMOLI,2005,0,0
CHAMPAWAT,2005,0,0
DEHRADUN,2005,0,0
HARIDWAR,2005,0,0
NAINITAL,2005,0,0
PAURI GARHWAL,2005,0,0
PITHORAGARH,2005,0,0
RUDRA PRAYAG,2005,0,0
TEHRI GARHWAL,2005,0,0
UDHAMSINGH NAGAR,2005,0,0
UTTARKASHI,2005,0,0
TOTAL,2005,0,0
24 PARGANAS NORTH,2005,0,0
24 PARGANAS SOUTH,2005,0,0
ASANSOL,2005,0,0
BANKURA,2005,0,0
BIRBHUM,2005,0,0
BURDWAN,2005,0,0
COOCHBEHAR,2005,0,0
DAKSHIN DINAJPUR,2005,0,0
DARJEELING,2005,0,0
HOOGHLY,2005,0,0
HOWRAH,2005,0,0
HOWRAH CITY,2005,0,0
HOWRAH G.R.P.,2005,0,0
JALPAIGURI,2005,0,0
KHARAGPUR G.R.P.,2005,0,0
KOLKATA,2005,0,0
MALDA,2005,0,0
MURSHIDABAD,2005,0,0
NADIA,2005,0,0
PASCHIM MIDNAPUR,2005,0,0
PURAB MIDNAPUR,2005,0,0
PURULIA,2005,0,0
SEALDAH G.R.P.,2005,0,0
SILIGURI G.R.P.,2005,0,0
UTTAR DINAJPUR,2005,0,0
TOTAL,2005,0,0
ANDAMAN,2005,0,0
NICOBAR,2005,0,0
TOTAL,2005,0,0
CHANDIGARH,2005,0,0
TOTAL,2005,0,0
D and N HAVELI,2005,0,0
TOTAL,2005,0,0
DAMAN,2005,0,0
DIU,2005,0,0
TOTAL,2005,0,0
CENTRAL,2005,0,0
DRP,2005,0,0
EAST,2005,0,0
IGI AIRPORT,2005,0,0
NEW DELHI,2005,0,0
NORTH,2005,0,0
NORTH-EAST,2005,0,0
NORTH-WEST,2005,0,0
SOUTH,2005,0,0
SOUTH-WEST,2005,0,0
SPL CELL,2005,0,0
WEST,2005,0,0
TOTAL,2005,0,0
LAKSHADWEEP,2005,0,0
TOTAL,2005,0,0
PONDICHERRY,2005,0,0
TOTAL,2005,0,0
ADILABAD,2006,0,0
ANANTAPUR,2006,0,0
CHITTOOR,2006,0,0
CUDDAPAH,2006,0,0
CYBERABAD,2006,1,0
EAST GODAVARI,2006,0,0
GUNTAKAL RLY.,2006,0,0
GUNTUR,2006,0,0
HYDERABAD CITY,2006,0,0
KARIMNAGAR,2006,1,0
KHAMMAM,2006,0,0
KRISHNA,2006,0,0
KURNOOL,2006,0,0
MAHABOOBNAGAR,2006,3,0
MEDAK,2006,0,0
NALGONDA,2006,1,0
NELLORE,2006,1,0
NIZAMABAD,2006,0,0
PRAKASHAM,2006,0,0
RANGA REDDY,2006,0,0
SECUNDERABAD RLY.,2006,0,0
SRIKAKULAM,2006,0,0
VIJAYAWADA CITY,2006,0,0
VIJAYAWADA RLY.,2006,0,0
VISAKHA RURAL,2006,0,0
VISAKHAPATNAM,2006,0,0
VIZIANAGARAM,2006,0,0
WARANGAL,2006,1,0
WEST GODAVARI,2006,0,0
TOTAL,2006,8,0
CHANGLANG,2006,0,0
DIBANG VALLEY,2006,0,0
K/KUMEY,2006,0,0
KAMENG EAST,2006,0,0
KAMENG WEST,2006,0,0
LOHIT,2006,0,0
PAPUM PARE,2006,0,0
SIANG EAST,2006,0,0
SIANG UPPER,2006,0,0
SIANG WEST,2006,0,0
SUBANSIRI LOWER,2006,0,0
SUBANSIRI UPPER,2006,0,0
TAWANG,2006,0,0
TIRAP,2006,0,0
UPPER DIBANG VALLEY,2006,0,0
TOTAL,2006,0,0
BARPETA,2006,0,0
BASKA,2006,0,0
BONGAIGAON,2006,0,0
C.I.D.,2006,0,0
CACHAR,2006,0,0
CHIRANG,2006,0,0
DARRANG,2006,0,0
DHEMAJI,2006,8,0
DHUBRI,2006,0,0
DIBRUGARH,2006,0,0
G.R.P.,2006,0,0
GOALPARA,2006,0,0
GOLAGHAT,2006,2,0
GUWAHATI CITY,2006,0,0
HAILAKANDI,2006,0,0
JORHAT,2006,0,0
KAMRUP,2006,0,0
KARBI ANGLONG,2006,0,0
KARIMGANJ,2006,0,0
KOKRAJHAR,2006,5,0
LAKHIMPUR,2006,0,0
MORIGAON,2006,0,0
N.C.HILLS,2006,3,5
NAGAON,2006,0,0
NALBARI,2006,0,0
R.P.O.,2006,0,0
SIBSAGAR,2006,0,0
SONITPUR,2006,8,0
TINSUKIA,2006,0,0
UDALGURI,2006,0,0
TOTAL,2006,26,5
ARARIA,2006,0,0
ARWAL,2006,0,0
AURANGABAD,2006,0,0
BAGAHA,2006,0,0
BANKA,2006,0,0
BEGUSARAI,2006,0,0
BETTIAH,2006,0,0
BHABHUA,2006,0,0
BHAGALPUR,2006,0,0
BHOJPUR,2006,0,0
BUXAR,2006,0,0
DARBHANGA,2006,0,0
GAYA,2006,0,0
GOPALGANJ,2006,0,0
JAMALPUR RLY.,2006,0,0
JAMUI,2006,0,0
JEHANABAD,2006,0,0
KATIHAR,2006,0,0
KATIHAR RLY.,2006,0,0
KHAGARIA,2006,0,0
KISHANGANJ,2006,0,0
